id,pair_type,comet_score
173,tf_es,0.9278340935707092
174,base_tf,0.9441047310829163
174,base_es,0.8998074531555176
174,tf_es,0.8854312896728516
175,base_tf,0.9657084345817566
175,base_es,0.9275664687156677
175,tf_es,0.9202051758766174
176,base_tf,0.9305945038795471
176,base_es,0.952161967754364
176,tf_es,0.9238632321357727
177,base_tf,0.9508947730064392
177,base_es,0.9472480416297913
177,tf_es,0.9475155472755432
178,base_tf,0.9541149735450745
178,base_es,0.9287778735160828
178,tf_es,0.9173921942710876
179,base_tf,0.9208558201789856
179,base_es,0.9174150824546814
179,tf_es,0.9326461553573608
180,base_tf,0.9143828749656677
180,base_es,0.9061936736106873
180,tf_es,0.8901122212409973
181,base_tf,0.9229090213775635
181,base_es,0.9442764520645142
181,tf_es,0.8983355164527893
182,base_tf,0.8888282179832458
182,base_es,0.9120706915855408
182,tf_es,0.8746339678764343
183,base_tf,0.9442381262779236
183,base_es,0.9402843713760376
183,tf_es,0.9250581860542297
184,base_tf,0.9495663642883301
184,base_es,0.957716703414917
184,tf_es,0.9034197330474854
185,base_tf,0.9277259707450867
185,base_es,0.9227158427238464
185,tf_es,0.9175145030021667
186,base_tf,0.9225446581840515
186,base_es,0.9446977376937866
186,tf_es,0.85870760679245
187,base_tf,0.9421191215515137
187,base_es,0.8845193386077881
